NAMESPACE       LAST SEEN   TYPE      REASON                       OBJECT                                                                        MESSAGE
temporal        4m50s       Normal    Scheduled                    pod/temporal-kube-state-metrics-74b9d6775b-7pl5j                              Successfully assigned temporal/temporal-kube-state-metrics-74b9d6775b-7pl5j to foo
temporal        4m50s       Normal    SuccessfulCreate             replicaset/temporal-prometheus-pushgateway-6b68966754                         Created pod: temporal-prometheus-pushgateway-6b68966754-m29kh
temporal        4m50s       Normal    ScalingReplicaSet            deployment/temporal-prometheus-pushgateway                                    Scaled up replica set temporal-prometheus-pushgateway-6b68966754 from 0 to 1
temporal        4m49s       Normal    Scheduled                    pod/temporal-frontend-7d967966d5-gdqjt                                        Successfully assigned temporal/temporal-frontend-7d967966d5-gdqjt to foo
temporal        4m50s       Normal    NoPods                       poddisruptionbudget/elasticsearch-master-pdb                                  No matching pods found
temporal        4m50s       Normal    SuccessfulCreate             job/temporal-schema-1                                                         Created pod: temporal-schema-1-fnjph
temporal        4m50s       Normal    SuccessfulCreate             replicaset/temporal-kube-state-metrics-74b9d6775b                             Created pod: temporal-kube-state-metrics-74b9d6775b-7pl5j
temporal        4m50s       Normal    Scheduled                    pod/temporal-schema-1-fnjph                                                   Successfully assigned temporal/temporal-schema-1-fnjph to foo
temporal        4m50s       Normal    Provisioning                 persistentvolumeclaim/temporal-prometheus-server                              External provisioner is provisioning volume for claim "temporal/temporal-prometheus-server"
temporal        4m48s       Normal    ExternalProvisioning         persistentvolumeclaim/temporal-prometheus-server                              Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
temporal        4m50s       Normal    SuccessfulCreate             replicaset/temporal-prometheus-server-58b95494b4                              Created pod: temporal-prometheus-server-58b95494b4-9bnf4
temporal        4m50s       Normal    WaitForFirstConsumer         persistentvolumeclaim/temporal-prometheus-server                              waiting for first consumer to be created before binding
temporal        4m49s       Normal    Created                      pod/temporal-schema-1-fnjph                                                   Created container: check-cassandra
kube-system     4m49s       Normal    Created                      pod/hostpath-provisioner-foo-h8wpw                                            Created container: busybox
temporal        4m49s       Normal    Started                      pod/temporal-kube-state-metrics-74b9d6775b-7pl5j                              Started container kube-state-metrics
temporal        4m49s       Normal    Created                      pod/temporal-kube-state-metrics-74b9d6775b-7pl5j                              Created container: kube-state-metrics
temporal        4m49s       Normal    Created                      pod/temporal-cassandra-0                                                      Created container: temporal-cassandra
temporal        4m49s       Normal    Pulled                       pod/temporal-schema-1-fnjph                                                   Container image "cassandra:3.11.3" already present on machine
temporal        4m49s       Normal    Pulled                       pod/temporal-cassandra-0                                                      Container image "cassandra:3.11.3" already present on machine
temporal        4m49s       Normal    Started                      pod/temporal-schema-1-fnjph                                                   Started container check-cassandra
temporal        4m49s       Normal    Started                      pod/temporal-admintools-59fc565db7-sf5ll                                      Started container admin-tools
temporal        4m49s       Normal    Scheduled                    pod/temporal-web-6ffc47f7df-n5rtw                                             Successfully assigned temporal/temporal-web-6ffc47f7df-n5rtw to foo
temporal        4m49s       Normal    Created                      pod/temporal-admintools-59fc565db7-sf5ll                                      Created container: admin-tools
temporal        4m49s       Normal    Pulled                       pod/temporal-admintools-59fc565db7-sf5ll                                      Container image "temporalio/admin-tools:1.28.0-tctl-1.18.2-cli-1.3.0" already present on machine
temporal        4m49s       Normal    Pulled                       pod/temporal-grafana-ccc88ddfb-2vjzq                                          Container image "docker.io/curlimages/curl:7.85.0" already present on machine
temporal        4m49s       Normal    Created                      pod/temporal-grafana-ccc88ddfb-2vjzq                                          Created container: download-dashboards
temporal        4m49s       Normal    ScalingReplicaSet            deployment/temporal-web                                                       Scaled up replica set temporal-web-6ffc47f7df from 0 to 1
temporal        4m49s       Normal    Scheduled                    pod/temporal-worker-545c9b46d5-v5mcf                                          Successfully assigned temporal/temporal-worker-545c9b46d5-v5mcf to foo
temporal        4m49s       Normal    Pulled                       pod/temporal-worker-545c9b46d5-v5mcf                                          Container image "cassandra:3.11.3" already present on machine
temporal        4m49s       Normal    Created                      pod/temporal-worker-545c9b46d5-v5mcf                                          Created container: check-cassandra
temporal        4m49s       Normal    Started                      pod/temporal-worker-545c9b46d5-v5mcf                                          Started container check-cassandra
temporal        4m49s       Normal    SuccessfulCreate             replicaset/temporal-worker-545c9b46d5                                         Created pod: temporal-worker-545c9b46d5-v5mcf
temporal        4m50s       Normal    ScalingReplicaSet            deployment/temporal-worker                                                    Scaled up replica set temporal-worker-545c9b46d5 from 0 to 1
temporal        4m49s       Normal    Started                      pod/temporal-grafana-ccc88ddfb-2vjzq                                          Started container download-dashboards
observability   4m49s       Normal    ProvisioningSucceeded        persistentvolumeclaim/storage-tempo-0                                         Successfully provisioned volume pvc-0508146c-0980-451e-8fc9-2fdccfcf9c51
temporal        4m49s       Normal    Pulled                       pod/temporal-kube-state-metrics-74b9d6775b-7pl5j                              Container image "registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.12.0" already present on machine
kube-system     4m49s       Normal    Pulled                       pod/hostpath-provisioner-foo-c6mlk                                            Container image "busybox:1.28.4" already present on machine
kube-system     4m49s       Normal    Created                      pod/hostpath-provisioner-foo-c6mlk                                            Created container: busybox
temporal        4m50s       Normal    SuccessfulCreate             replicaset/temporal-frontend-7d967966d5                                       Created pod: temporal-frontend-7d967966d5-gdqjt
kube-system     4m49s       Normal    Started                      pod/hostpath-provisioner-foo-c6mlk                                            Started container busybox
kube-system     4m49s       Normal    Pulled                       pod/hostpath-provisioner-foo-h8wpw                                            Container image "busybox:1.28.4" already present on machine
temporal        4m49s       Normal    Started                      pod/temporal-cassandra-0                                                      Started container temporal-cassandra
kube-system     4m49s       Normal    Started                      pod/hostpath-provisioner-foo-h8wpw                                            Started container busybox
temporal        4m50s       Normal    ScalingReplicaSet            deployment/temporal-history                                                   Scaled up replica set temporal-history-fbb6949b7 from 0 to 1
temporal        4m50s       Normal    SuccessfulCreate             replicaset/temporal-history-fbb6949b7                                         Created pod: temporal-history-fbb6949b7-vptr2
temporal        4m49s       Normal    Started                      pod/temporal-history-fbb6949b7-vptr2                                          Started container check-cassandra
temporal        4m49s       Normal    Started                      pod/temporal-prometheus-pushgateway-6b68966754-m29kh                          Started container pushgateway
temporal        4m49s       Normal    Created                      pod/temporal-prometheus-pushgateway-6b68966754-m29kh                          Created container: pushgateway
temporal        4m49s       Normal    Pulled                       pod/temporal-prometheus-pushgateway-6b68966754-m29kh                          Container image "quay.io/prometheus/pushgateway:v1.8.0" already present on machine
temporal        4m49s       Normal    Created                      pod/temporal-history-fbb6949b7-vptr2                                          Created container: check-cassandra
temporal        4m49s       Normal    Pulled                       pod/temporal-history-fbb6949b7-vptr2                                          Container image "cassandra:3.11.3" already present on machine
temporal        4m49s       Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   Error creating: pods "temporal-prometheus-node-exporter-nrzvj" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
temporal        4m49s       Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   Error creating: pods "temporal-prometheus-node-exporter-fzjpj" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
temporal        4m50s       Normal    ScalingReplicaSet            deployment/temporal-matching                                                  Scaled up replica set temporal-matching-7c94454458 from 0 to 1
temporal        4m49s       Normal    SuccessfulCreate             replicaset/temporal-matching-7c94454458                                       Created pod: temporal-matching-7c94454458-dnfj2
temporal        4m49s       Normal    Started                      pod/temporal-matching-7c94454458-dnfj2                                        Started container check-cassandra
temporal        4m49s       Normal    Created                      pod/temporal-matching-7c94454458-dnfj2                                        Created container: check-cassandra
temporal        4m49s       Normal    Pulled                       pod/temporal-matching-7c94454458-dnfj2                                        Container image "cassandra:3.11.3" already present on machine
temporal        4m49s       Normal    Scheduled                    pod/temporal-matching-7c94454458-dnfj2                                        Successfully assigned temporal/temporal-matching-7c94454458-dnfj2 to foo
temporal        4m49s       Normal    Pulled                       pod/temporal-frontend-7d967966d5-gdqjt                                        Container image "cassandra:3.11.3" already present on machine
temporal        4m49s       Normal    Created                      pod/temporal-frontend-7d967966d5-gdqjt                                        Created container: check-cassandra
temporal        4m49s       Normal    Started                      pod/temporal-frontend-7d967966d5-gdqjt                                        Started container check-cassandra
observability   4m48s       Normal    ProvisioningSucceeded        persistentvolumeclaim/storage-loki-0                                          Successfully provisioned volume pvc-8097dc4a-abd2-40a4-b4c5-0f6450cbd1b3
observability   4m48s       Normal    Scheduled                    pod/tempo-0                                                                   Successfully assigned observability/tempo-0 to foo
temporal        4m49s       Normal    SuccessfulCreate             replicaset/temporal-web-6ffc47f7df                                            Created pod: temporal-web-6ffc47f7df-n5rtw
temporal        4m48s       Normal    Started                      pod/temporal-web-6ffc47f7df-n5rtw                                             Started container temporal-web
temporal        4m48s       Normal    Created                      pod/temporal-web-6ffc47f7df-n5rtw                                             Created container: temporal-web
temporal        4m48s       Normal    Pulled                       pod/temporal-web-6ffc47f7df-n5rtw                                             Container image "temporalio/ui:2.38.3" already present on machine
observability   4m48s       Normal    Pulled                       pod/tempo-0                                                                   Container image "grafana/tempo:2.8.1" already present on machine
observability   4m48s       Normal    Created                      pod/tempo-0                                                                   Created container: tempo
observability   4m48s       Normal    Started                      pod/tempo-0                                                                   Started container tempo
observability   4m47s       Normal    Pulled                       pod/loki-0                                                                    Container image "docker.io/grafana/loki:3.5.2" already present on machine
observability   4m47s       Normal    Started                      pod/loki-0                                                                    Started container loki
observability   4m47s       Normal    Scheduled                    pod/loki-0                                                                    Successfully assigned observability/loki-0 to foo
observability   4m47s       Normal    Created                      pod/loki-0                                                                    Created container: loki
observability   4m47s       Normal    Pulled                       pod/loki-0                                                                    Container image "kiwigrid/k8s-sidecar:1.30.7" already present on machine
observability   4m47s       Normal    Created                      pod/loki-0                                                                    Created container: loki-sc-rules
observability   4m47s       Normal    Started                      pod/loki-0                                                                    Started container loki-sc-rules
temporal        2m6s        Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   (combined from similar events): Error creating: pods "temporal-prometheus-node-exporter-swm5b" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
temporal        4m47s       Normal    Started                      pod/temporal-grafana-ccc88ddfb-2vjzq                                          Started container grafana
temporal        4m47s       Normal    Created                      pod/temporal-grafana-ccc88ddfb-2vjzq                                          Created container: grafana
temporal        4m47s       Normal    Pulled                       pod/temporal-grafana-ccc88ddfb-2vjzq                                          Container image "docker.io/grafana/grafana:11.0.0" already present on machine
temporal        4m46s       Warning   Unhealthy                    pod/temporal-grafana-ccc88ddfb-2vjzq                                          Readiness probe failed: Get "http://10.1.24.33:3000/api/health": dial tcp 10.1.24.33:3000: connect: connection refused
messaging       4m45s       Normal    Pulled                       pod/nats-0                                                                    Container image "natsio/nats-server-config-reloader:0.18.2" already present on machine
messaging       4m45s       Normal    Pulled                       pod/nats-0                                                                    Container image "nats:2.11.6-alpine" already present on machine
temporal        4m45s       Normal    ProvisioningSucceeded        persistentvolumeclaim/temporal-prometheus-server                              Successfully provisioned volume pvc-b0203c53-42e4-431b-97fe-759c0c029174
messaging       4m45s       Normal    Created                      pod/nats-0                                                                    Created container: nats
temporal        4m45s       Normal    ProvisioningSucceeded        persistentvolumeclaim/storage-temporal-alertmanager-0                         Successfully provisioned volume pvc-5226a613-f86d-455b-a4eb-8bdd328b52d5
messaging       4m45s       Normal    Scheduled                    pod/nats-0                                                                    Successfully assigned messaging/nats-0 to foo
messaging       4m45s       Normal    ScalingReplicaSet            deployment/nats-box                                                           Scaled up replica set nats-box-564c9886f8 from 0 to 1
messaging       4m45s       Normal    NoPods                       poddisruptionbudget/nats                                                      No matching pods found
messaging       4m45s       Normal    SuccessfulCreate             statefulset/nats                                                              create Pod nats-0 in StatefulSet nats successful
messaging       4m45s       Normal    Started                      pod/nats-0                                                                    Started container nats
auth            23s         Warning   BackOff                      pod/keycloak-0                                                                Back-off restarting failed container keycloak in pod keycloak-0_auth(95fab10a-d7ec-4863-a89c-b960437b3583)
messaging       4m45s       Normal    Pulled                       pod/nats-box-564c9886f8-kpbd5                                                 Container image "natsio/nats-box:0.18.0" already present on machine
messaging       4m45s       Normal    Created                      pod/nats-box-564c9886f8-kpbd5                                                 Created container: nats-box
messaging       4m45s       Normal    Scheduled                    pod/nats-box-564c9886f8-kpbd5                                                 Successfully assigned messaging/nats-box-564c9886f8-kpbd5 to foo
messaging       4m45s       Normal    Created                      pod/nats-0                                                                    Created container: reloader
messaging       4m45s       Normal    Started                      pod/nats-box-564c9886f8-kpbd5                                                 Started container nats-box
messaging       4m45s       Normal    SuccessfulCreate             replicaset/nats-box-564c9886f8                                                Created pod: nats-box-564c9886f8-kpbd5
messaging       4m44s       Normal    Started                      pod/nats-0                                                                    Started container reloader
temporal        4m44s       Normal    Scheduled                    pod/temporal-prometheus-server-58b95494b4-9bnf4                               Successfully assigned temporal/temporal-prometheus-server-58b95494b4-9bnf4 to foo
apps            4m44s       Normal    Created                      pod/mailhog-55c896699f-22q5f                                                  Created container: mailhog
apps            4m44s       Normal    Pulled                       pod/mailhog-55c896699f-22q5f                                                  Container image "docker.io/mailhog/mailhog:v1.0.1" already present on machine
temporal        4m44s       Normal    Scheduled                    pod/temporal-alertmanager-0                                                   Successfully assigned temporal/temporal-alertmanager-0 to foo
apps            4m44s       Normal    ScalingReplicaSet            deployment/mailhog                                                            Scaled up replica set mailhog-55c896699f from 0 to 1
apps            4m44s       Normal    SuccessfulCreate             replicaset/mailhog-55c896699f                                                 Created pod: mailhog-55c896699f-22q5f
apps            4m44s       Normal    Started                      pod/mailhog-55c896699f-22q5f                                                  Started container mailhog
apps            4m44s       Normal    Scheduled                    pod/mailhog-55c896699f-22q5f                                                  Successfully assigned apps/mailhog-55c896699f-22q5f to foo
temporal        4m43s       Normal    Pulled                       pod/temporal-prometheus-server-58b95494b4-9bnf4                               Container image "quay.io/prometheus/prometheus:v2.53.0" already present on machine
temporal        4m43s       Normal    Created                      pod/temporal-prometheus-server-58b95494b4-9bnf4                               Created container: prometheus-server
temporal        4m43s       Normal    Pulled                       pod/temporal-prometheus-server-58b95494b4-9bnf4                               Container image "quay.io/prometheus-operator/prometheus-config-reloader:v0.74.0" already present on machine
temporal        4m43s       Normal    Created                      pod/temporal-alertmanager-0                                                   Created container: alertmanager
temporal        4m43s       Normal    Created                      pod/temporal-prometheus-server-58b95494b4-9bnf4                               Created container: prometheus-server-configmap-reload
temporal        4m43s       Normal    Started                      pod/temporal-prometheus-server-58b95494b4-9bnf4                               Started container prometheus-server-configmap-reload
temporal        4m43s       Normal    Pulled                       pod/temporal-alertmanager-0                                                   Container image "quay.io/prometheus/alertmanager:v0.27.0" already present on machine
temporal        4m43s       Normal    Started                      pod/temporal-alertmanager-0                                                   Started container alertmanager
temporal        4m43s       Normal    Started                      pod/temporal-prometheus-server-58b95494b4-9bnf4                               Started container prometheus-server
data            4m40s       Normal    NoPods                       poddisruptionbudget/redis-master                                              No matching pods found
kube-system     4m40s       Normal    Scheduled                    pod/hostpath-provisioner-foo-l26jt                                            Successfully assigned kube-system/hostpath-provisioner-foo-l26jt to foo
kube-system     4m40s       Normal    Started                      pod/hostpath-provisioner-foo-l26jt                                            Started container busybox
data            4m40s       Normal    WaitForFirstConsumer         persistentvolumeclaim/redis-data-redis-master-0                               waiting for first consumer to be created before binding
data            4m40s       Normal    ExternalProvisioning         persistentvolumeclaim/redis-data-redis-master-0                               Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
data            4m40s       Normal    Provisioning                 persistentvolumeclaim/redis-data-redis-master-0                               External provisioner is provisioning volume for claim "data/redis-data-redis-master-0"
data            4m40s       Normal    SuccessfulCreate             statefulset/redis-master                                                      create Claim redis-data-redis-master-0 Pod redis-master-0 in StatefulSet redis-master success
data            4m40s       Normal    SuccessfulCreate             statefulset/redis-master                                                      create Pod redis-master-0 in StatefulSet redis-master successful
data            4m40s       Normal    WaitForFirstConsumer         persistentvolumeclaim/redisinsight                                            waiting for first consumer to be created before binding
data            4m40s       Normal    SuccessfulCreate             statefulset/redisinsight                                                      create Pod redisinsight-0 in StatefulSet redisinsight successful
data            4m40s       Normal    ExternalProvisioning         persistentvolumeclaim/redisinsight                                            Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
data            4m40s       Normal    Provisioning                 persistentvolumeclaim/redisinsight                                            External provisioner is provisioning volume for claim "data/redisinsight"
kube-system     4m40s       Normal    Scheduled                    pod/hostpath-provisioner-foo-b9ztj                                            Successfully assigned kube-system/hostpath-provisioner-foo-b9ztj to foo
kube-system     4m40s       Normal    Pulled                       pod/hostpath-provisioner-foo-l26jt                                            Container image "busybox:1.28.4" already present on machine
kube-system     4m40s       Normal    Created                      pod/hostpath-provisioner-foo-l26jt                                            Created container: busybox
data            4m39s       Normal    ExternalProvisioning         persistentvolumeclaim/pgadmin4                                                Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
messaging       4m39s       Normal    Scheduled                    pod/akhq-5d5dd6bbdc-ddcvh                                                     Successfully assigned messaging/akhq-5d5dd6bbdc-ddcvh to foo
kube-system     4m39s       Normal    Created                      pod/hostpath-provisioner-foo-7d4fl                                            Created container: busybox
data            4m39s       Normal    SuccessfulCreate             replicaset/pgadmin4-7858b54bd6                                                Created pod: pgadmin4-7858b54bd6-jgnfr
data            4m39s       Normal    WaitForFirstConsumer         persistentvolumeclaim/pgadmin4                                                waiting for first consumer to be created before binding
data            4m39s       Normal    ScalingReplicaSet            deployment/pgadmin4                                                           Scaled up replica set pgadmin4-7858b54bd6 from 0 to 1
data            4m39s       Normal    Provisioning                 persistentvolumeclaim/pgadmin4                                                External provisioner is provisioning volume for claim "data/pgadmin4"
kube-system     4m39s       Normal    Scheduled                    pod/hostpath-provisioner-foo-7d4fl                                            Successfully assigned kube-system/hostpath-provisioner-foo-7d4fl to foo
kube-system     4m39s       Normal    Pulled                       pod/hostpath-provisioner-foo-7d4fl                                            Container image "busybox:1.28.4" already present on machine
messaging       4m39s       Normal    SuccessfulCreate             replicaset/akhq-5d5dd6bbdc                                                    Created pod: akhq-5d5dd6bbdc-ddcvh
kube-system     4m39s       Normal    Pulled                       pod/hostpath-provisioner-foo-b9ztj                                            Container image "busybox:1.28.4" already present on machine
kube-system     4m39s       Normal    Created                      pod/hostpath-provisioner-foo-b9ztj                                            Created container: busybox
kube-system     4m39s       Normal    Started                      pod/hostpath-provisioner-foo-b9ztj                                            Started container busybox
messaging       4m39s       Normal    ScalingReplicaSet            deployment/akhq                                                               Scaled up replica set akhq-5d5dd6bbdc from 0 to 1
messaging       91s         Normal    Pulling                      pod/akhq-5d5dd6bbdc-ddcvh                                                     Pulling image "tchiotludo/akhq:0.26.0"
kube-system     4m38s       Normal    Started                      pod/hostpath-provisioner-foo-7d4fl                                            Started container busybox
messaging       90s         Normal    Pulled                       pod/akhq-5d5dd6bbdc-ddcvh                                                     Successfully pulled image "tchiotludo/akhq:0.26.0" in 1.631s (1.631s including waiting). Image size: 277301883 bytes.
messaging       90s         Normal    Created                      pod/akhq-5d5dd6bbdc-ddcvh                                                     Created container: akhq
messaging       90s         Normal    Started                      pod/akhq-5d5dd6bbdc-ddcvh                                                     Started container akhq
messaging       4m35s       Normal    Pulled                       pod/strimzi-cluster-operator-7d4c99b756-vhrlm                                 Container image "quay.io/strimzi/operator:0.47.0" already present on machine
messaging       4m35s       Normal    Created                      pod/strimzi-cluster-operator-7d4c99b756-vhrlm                                 Created container: strimzi-cluster-operator
data            4m35s       Normal    ProvisioningSucceeded        persistentvolumeclaim/redisinsight                                            Successfully provisioned volume pvc-90b9b4d9-1df2-4e39-aafd-0fe7977ac305
messaging       4m35s       Normal    ScalingReplicaSet            deployment/strimzi-cluster-operator                                           Scaled up replica set strimzi-cluster-operator-7d4c99b756 from 0 to 1
messaging       4m35s       Normal    SuccessfulCreate             replicaset/strimzi-cluster-operator-7d4c99b756                                Created pod: strimzi-cluster-operator-7d4c99b756-vhrlm
messaging       4m35s       Normal    Started                      pod/strimzi-cluster-operator-7d4c99b756-vhrlm                                 Started container strimzi-cluster-operator
data            4m35s       Normal    ProvisioningSucceeded        persistentvolumeclaim/redis-data-redis-master-0                               Successfully provisioned volume pvc-2981f470-184a-40ec-bc5c-c004031d2cd5
messaging       4m35s       Normal    Scheduled                    pod/strimzi-cluster-operator-7d4c99b756-vhrlm                                 Successfully assigned messaging/strimzi-cluster-operator-7d4c99b756-vhrlm to foo
data            4m34s       Normal    Pulled                       pod/redis-master-0                                                            Container image "docker.io/bitnami/redis:8.0.3-debian-12-r1" already present on machine
kube-system     4m34s       Normal    Created                      pod/hostpath-provisioner-foo-9cpnz                                            Created container: busybox
data            4m34s       Normal    NoPods                       poddisruptionbudget/opensearch-cluster-master-pdb                             No matching pods found
data            4m33s       Normal    ExternalProvisioning         persistentvolumeclaim/opensearch-cluster-master-opensearch-cluster-master-0   Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
data            4m34s       Normal    SuccessfulCreate             statefulset/opensearch-cluster-master                                         create Claim opensearch-cluster-master-opensearch-cluster-master-0 Pod opensearch-cluster-master-0 in StatefulSet opensearch-cluster-master success
data            4m34s       Normal    SuccessfulCreate             statefulset/opensearch-cluster-master                                         create Pod opensearch-cluster-master-0 in StatefulSet opensearch-cluster-master successful
kube-system     4m34s       Normal    Pulled                       pod/hostpath-provisioner-foo-9cpnz                                            Container image "busybox:1.28.4" already present on machine
data            4m34s       Normal    ProvisioningSucceeded        persistentvolumeclaim/pgadmin4                                                Successfully provisioned volume pvc-f6728677-4588-4e1f-89fd-e38900b6c7ea
data            4m34s       Normal    Provisioning                 persistentvolumeclaim/opensearch-cluster-master-opensearch-cluster-master-0   External provisioner is provisioning volume for claim "data/opensearch-cluster-master-opensearch-cluster-master-0"
kube-system     4m34s       Normal    Started                      pod/hostpath-provisioner-foo-9cpnz                                            Started container busybox
data            4m34s       Normal    Scheduled                    pod/redisinsight-0                                                            Successfully assigned data/redisinsight-0 to foo
data            4m34s       Normal    Started                      pod/redis-master-0                                                            Started container redis
data            4m34s       Normal    Created                      pod/redis-master-0                                                            Created container: redis
kube-system     4m34s       Normal    Scheduled                    pod/hostpath-provisioner-foo-9cpnz                                            Successfully assigned kube-system/hostpath-provisioner-foo-9cpnz to foo
data            4m34s       Normal    Scheduled                    pod/redis-master-0                                                            Successfully assigned data/redis-master-0 to foo
data            4m34s       Normal    WaitForFirstConsumer         persistentvolumeclaim/opensearch-cluster-master-opensearch-cluster-master-0   waiting for first consumer to be created before binding
data            4m33s       Normal    Created                      pod/opensearch-dashboards-754576b468-52l5k                                    Created container: dashboards
data            4m33s       Normal    Started                      pod/pgadmin4-7858b54bd6-jgnfr                                                 Started container pgadmin4
data            4m33s       Normal    Created                      pod/pgadmin4-7858b54bd6-jgnfr                                                 Created container: pgadmin4
data            4m33s       Normal    Pulled                       pod/pgadmin4-7858b54bd6-jgnfr                                                 Container image "docker.io/dpage/pgadmin4:9.5" already present on machine
data            4m33s       Normal    Scheduled                    pod/pgadmin4-7858b54bd6-jgnfr                                                 Successfully assigned data/pgadmin4-7858b54bd6-jgnfr to foo
data            4m33s       Normal    ScalingReplicaSet            deployment/opensearch-dashboards                                              Scaled up replica set opensearch-dashboards-754576b468 from 0 to 1
data            4m33s       Normal    SuccessfulCreate             replicaset/opensearch-dashboards-754576b468                                   Created pod: opensearch-dashboards-754576b468-52l5k
messaging       4m34s       Normal    Pulled                       pod/akhq-5d5dd6bbdc-ddcvh                                                     Successfully pulled image "tchiotludo/akhq:0.26.0" in 1.637s (1.637s including waiting). Image size: 277301883 bytes.
data            8s          Normal    Pulled                       pod/redisinsight-0                                                            Container image "redis/redisinsight:2.46" already present on machine
data            8s          Warning   Failed                       pod/redisinsight-0                                                            Error: container has runAsNonRoot and image has non-numeric user (node), cannot verify user is non-root (pod: "redisinsight-0_data(ca7529a1-27d8-4f15-867b-2d32b7368632)", container: redisinsight)
data            4m33s       Normal    Started                      pod/opensearch-dashboards-754576b468-52l5k                                    Started container dashboards
data            4m33s       Normal    Pulled                       pod/opensearch-dashboards-754576b468-52l5k                                    Container image "opensearchproject/opensearch-dashboards:3.1.0" already present on machine
data            4m33s       Normal    Scheduled                    pod/opensearch-dashboards-754576b468-52l5k                                    Successfully assigned data/opensearch-dashboards-754576b468-52l5k to foo
observability   4m32s       Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-gqppd" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability   4m32s       Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-fj94j" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability   4m32s       Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-f74gn" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability   4m32s       Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-ttcxk" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability   4m32s       Normal    ScalingReplicaSet            deployment/netdata-k8s-state                                                  Scaled up replica set netdata-k8s-state-6fbcccf989 from 0 to 1
observability   4m32s       Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-262h4" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
