NAMESPACE                 LAST SEEN   TYPE      REASON                       OBJECT                                                                        MESSAGE
temporal                  87s         Normal    ScalingReplicaSet            deployment/temporal-matching                                                  Scaled up replica set temporal-matching-7c94454458 from 0 to 1
temporal                  87s         Normal    ScalingReplicaSet            deployment/temporal-kube-state-metrics                                        Scaled up replica set temporal-kube-state-metrics-74b9d6775b from 0 to 1
temporal                  87s         Normal    WaitForFirstConsumer         persistentvolumeclaim/storage-temporal-alertmanager-0                         waiting for first consumer to be created before binding
temporal                  87s         Normal    SuccessfulCreate             job/temporal-schema-1                                                         Created pod: temporal-schema-1-fnjph
temporal                  87s         Normal    Provisioning                 persistentvolumeclaim/storage-temporal-alertmanager-0                         External provisioner is provisioning volume for claim "temporal/storage-temporal-alertmanager-0"
temporal                  87s         Normal    SuccessfulCreate             replicaset/temporal-admintools-59fc565db7                                     Created pod: temporal-admintools-59fc565db7-sf5ll
temporal                  87s         Normal    ScalingReplicaSet            deployment/temporal-admintools                                                Scaled up replica set temporal-admintools-59fc565db7 from 0 to 1
temporal                  87s         Normal    SuccessfulCreate             statefulset/temporal-alertmanager                                             create Claim storage-temporal-alertmanager-0 Pod temporal-alertmanager-0 in StatefulSet temporal-alertmanager success
temporal                  87s         Normal    SuccessfulCreate             statefulset/temporal-alertmanager                                             create Pod temporal-alertmanager-0 in StatefulSet temporal-alertmanager successful
temporal                  87s         Normal    SuccessfulCreate             statefulset/temporal-cassandra                                                create Pod temporal-cassandra-0 in StatefulSet temporal-cassandra successful
temporal                  87s         Normal    ScalingReplicaSet            deployment/temporal-worker                                                    Scaled up replica set temporal-worker-545c9b46d5 from 0 to 1
temporal                  87s         Normal    SuccessfulCreate             replicaset/temporal-frontend-7d967966d5                                       Created pod: temporal-frontend-7d967966d5-gdqjt
temporal                  87s         Normal    ScalingReplicaSet            deployment/temporal-frontend                                                  Scaled up replica set temporal-frontend-7d967966d5 from 0 to 1
temporal                  87s         Normal    SuccessfulCreate             replicaset/temporal-grafana-ccc88ddfb                                         Created pod: temporal-grafana-ccc88ddfb-2vjzq
temporal                  87s         Normal    Provisioning                 persistentvolumeclaim/temporal-prometheus-server                              External provisioner is provisioning volume for claim "temporal/temporal-prometheus-server"
temporal                  86s         Normal    Created                      pod/temporal-admintools-59fc565db7-sf5ll                                      Created container: admin-tools
kube-system               86s         Normal    Pulled                       pod/hostpath-provisioner-foo-c6mlk                                            Container image "busybox:1.28.4" already present on machine
temporal                  86s         Normal    SuccessfulCreate             replicaset/temporal-web-6ffc47f7df                                            Created pod: temporal-web-6ffc47f7df-n5rtw
temporal                  86s         Normal    Started                      pod/temporal-prometheus-pushgateway-6b68966754-m29kh                          Started container pushgateway
temporal                  86s         Normal    Created                      pod/temporal-prometheus-pushgateway-6b68966754-m29kh                          Created container: pushgateway
temporal                  86s         Normal    Pulled                       pod/temporal-prometheus-pushgateway-6b68966754-m29kh                          Container image "quay.io/prometheus/pushgateway:v1.8.0" already present on machine
temporal                  86s         Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   Error creating: pods "temporal-prometheus-node-exporter-nrzvj" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
temporal                  86s         Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   Error creating: pods "temporal-prometheus-node-exporter-fzjpj" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
temporal                  86s         Normal    Pulled                       pod/temporal-schema-1-fnjph                                                   Container image "cassandra:3.11.3" already present on machine
temporal                  86s         Normal    SuccessfulCreate             replicaset/temporal-matching-7c94454458                                       Created pod: temporal-matching-7c94454458-dnfj2
temporal                  86s         Normal    Started                      pod/temporal-matching-7c94454458-dnfj2                                        Started container check-cassandra
temporal                  86s         Normal    Created                      pod/temporal-matching-7c94454458-dnfj2                                        Created container: check-cassandra
temporal                  86s         Normal    Pulled                       pod/temporal-matching-7c94454458-dnfj2                                        Container image "cassandra:3.11.3" already present on machine
temporal                  86s         Normal    Started                      pod/temporal-kube-state-metrics-74b9d6775b-7pl5j                              Started container kube-state-metrics
temporal                  86s         Normal    Created                      pod/temporal-kube-state-metrics-74b9d6775b-7pl5j                              Created container: kube-state-metrics
temporal                  86s         Normal    Pulled                       pod/temporal-kube-state-metrics-74b9d6775b-7pl5j                              Container image "registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.12.0" already present on machine
temporal                  86s         Normal    Started                      pod/temporal-history-fbb6949b7-vptr2                                          Started container check-cassandra
temporal                  86s         Normal    Created                      pod/temporal-history-fbb6949b7-vptr2                                          Created container: check-cassandra
temporal                  86s         Normal    Pulled                       pod/temporal-history-fbb6949b7-vptr2                                          Container image "cassandra:3.11.3" already present on machine
temporal                  86s         Normal    Started                      pod/temporal-grafana-ccc88ddfb-2vjzq                                          Started container download-dashboards
temporal                  86s         Normal    Created                      pod/temporal-grafana-ccc88ddfb-2vjzq                                          Created container: download-dashboards
temporal                  86s         Normal    ScalingReplicaSet            deployment/temporal-web                                                       Scaled up replica set temporal-web-6ffc47f7df from 0 to 1
temporal                  86s         Normal    Pulled                       pod/temporal-grafana-ccc88ddfb-2vjzq                                          Container image "docker.io/curlimages/curl:7.85.0" already present on machine
temporal                  86s         Normal    Created                      pod/temporal-schema-1-fnjph                                                   Created container: check-cassandra
temporal                  86s         Normal    Started                      pod/temporal-frontend-7d967966d5-gdqjt                                        Started container check-cassandra
temporal                  86s         Normal    Created                      pod/temporal-frontend-7d967966d5-gdqjt                                        Created container: check-cassandra
temporal                  86s         Normal    Pulled                       pod/temporal-frontend-7d967966d5-gdqjt                                        Container image "cassandra:3.11.3" already present on machine
temporal                  86s         Normal    Started                      pod/temporal-cassandra-0                                                      Started container temporal-cassandra
temporal                  86s         Normal    Created                      pod/temporal-cassandra-0                                                      Created container: temporal-cassandra
temporal                  86s         Normal    Pulled                       pod/temporal-cassandra-0                                                      Container image "cassandra:3.11.3" already present on machine
temporal                  86s         Normal    SuccessfulCreate             replicaset/temporal-worker-545c9b46d5                                         Created pod: temporal-worker-545c9b46d5-v5mcf
temporal                  86s         Normal    Started                      pod/temporal-worker-545c9b46d5-v5mcf                                          Started container check-cassandra
temporal                  86s         Normal    Started                      pod/temporal-schema-1-fnjph                                                   Started container check-cassandra
temporal                  86s         Normal    Started                      pod/temporal-admintools-59fc565db7-sf5ll                                      Started container admin-tools
temporal                  86s         Normal    Pulled                       pod/temporal-admintools-59fc565db7-sf5ll                                      Container image "temporalio/admin-tools:1.28.0-tctl-1.18.2-cli-1.3.0" already present on machine
temporal                  86s         Normal    Created                      pod/temporal-worker-545c9b46d5-v5mcf                                          Created container: check-cassandra
temporal                  86s         Normal    Pulled                       pod/temporal-worker-545c9b46d5-v5mcf                                          Container image "cassandra:3.11.3" already present on machine
observability             86s         Normal    ProvisioningSucceeded        persistentvolumeclaim/storage-tempo-0                                         Successfully provisioned volume pvc-0508146c-0980-451e-8fc9-2fdccfcf9c51
kube-system               86s         Normal    Started                      pod/hostpath-provisioner-foo-h8wpw                                            Started container busybox
kube-system               86s         Normal    Created                      pod/hostpath-provisioner-foo-h8wpw                                            Created container: busybox
kube-system               86s         Normal    Pulled                       pod/hostpath-provisioner-foo-h8wpw                                            Container image "busybox:1.28.4" already present on machine
kube-system               86s         Normal    Started                      pod/hostpath-provisioner-foo-c6mlk                                            Started container busybox
kube-system               86s         Normal    Created                      pod/hostpath-provisioner-foo-c6mlk                                            Created container: busybox
observability             85s         Normal    Pulled                       pod/tempo-0                                                                   Container image "grafana/tempo:2.8.1" already present on machine
temporal                  85s         Normal    ExternalProvisioning         persistentvolumeclaim/temporal-prometheus-server                              Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
temporal                  85s         Normal    Started                      pod/temporal-web-6ffc47f7df-n5rtw                                             Started container temporal-web
temporal                  85s         Normal    ExternalProvisioning         persistentvolumeclaim/storage-temporal-alertmanager-0                         Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
observability             85s         Normal    Started                      pod/tempo-0                                                                   Started container tempo
observability             85s         Normal    Created                      pod/tempo-0                                                                   Created container: tempo
temporal                  85s         Normal    Created                      pod/temporal-web-6ffc47f7df-n5rtw                                             Created container: temporal-web
temporal                  85s         Normal    Pulled                       pod/temporal-web-6ffc47f7df-n5rtw                                             Container image "temporalio/ui:2.38.3" already present on machine
observability             85s         Normal    ProvisioningSucceeded        persistentvolumeclaim/storage-loki-0                                          Successfully provisioned volume pvc-8097dc4a-abd2-40a4-b4c5-0f6450cbd1b3
observability             84s         Normal    Pulled                       pod/loki-0                                                                    Container image "kiwigrid/k8s-sidecar:1.30.7" already present on machine
observability             84s         Normal    Started                      pod/loki-0                                                                    Started container loki
observability             84s         Normal    Created                      pod/loki-0                                                                    Created container: loki-sc-rules
observability             84s         Normal    Started                      pod/loki-0                                                                    Started container loki-sc-rules
observability             84s         Normal    Pulled                       pod/loki-0                                                                    Container image "docker.io/grafana/loki:3.5.2" already present on machine
observability             84s         Normal    Created                      pod/loki-0                                                                    Created container: loki
temporal                  84s         Normal    Pulled                       pod/temporal-grafana-ccc88ddfb-2vjzq                                          Container image "docker.io/grafana/grafana:11.0.0" already present on machine
temporal                  84s         Normal    Started                      pod/temporal-grafana-ccc88ddfb-2vjzq                                          Started container grafana
temporal                  84s         Normal    Created                      pod/temporal-grafana-ccc88ddfb-2vjzq                                          Created container: grafana
temporal                  83s         Warning   Unhealthy                    pod/temporal-grafana-ccc88ddfb-2vjzq                                          Readiness probe failed: Get "http://10.1.24.33:3000/api/health": dial tcp 10.1.24.33:3000: connect: connection refused
messaging                 82s         Normal    Pulled                       pod/nats-box-564c9886f8-kpbd5                                                 Container image "natsio/nats-box:0.18.0" already present on machine
messaging                 82s         Normal    SuccessfulCreate             replicaset/nats-box-564c9886f8                                                Created pod: nats-box-564c9886f8-kpbd5
messaging                 82s         Normal    NoPods                       poddisruptionbudget/nats                                                      No matching pods found
messaging                 82s         Normal    ScalingReplicaSet            deployment/nats-box                                                           Scaled up replica set nats-box-564c9886f8 from 0 to 1
temporal                  82s         Normal    ProvisioningSucceeded        persistentvolumeclaim/storage-temporal-alertmanager-0                         Successfully provisioned volume pvc-5226a613-f86d-455b-a4eb-8bdd328b52d5
temporal                  82s         Normal    ProvisioningSucceeded        persistentvolumeclaim/temporal-prometheus-server                              Successfully provisioned volume pvc-b0203c53-42e4-431b-97fe-759c0c029174
messaging                 82s         Normal    SuccessfulCreate             statefulset/nats                                                              create Pod nats-0 in StatefulSet nats successful
messaging                 82s         Normal    Pulled                       pod/nats-0                                                                    Container image "natsio/nats-server-config-reloader:0.18.2" already present on machine
messaging                 82s         Normal    Pulled                       pod/nats-0                                                                    Container image "nats:2.11.6-alpine" already present on machine
messaging                 82s         Normal    Started                      pod/nats-box-564c9886f8-kpbd5                                                 Started container nats-box
messaging                 82s         Normal    Created                      pod/nats-box-564c9886f8-kpbd5                                                 Created container: nats-box
messaging                 82s         Normal    Created                      pod/nats-0                                                                    Created container: nats
messaging                 82s         Normal    Started                      pod/nats-0                                                                    Started container nats
messaging                 82s         Normal    Created                      pod/nats-0                                                                    Created container: reloader
apps                      81s         Normal    Pulled                       pod/mailhog-55c896699f-22q5f                                                  Container image "docker.io/mailhog/mailhog:v1.0.1" already present on machine
apps                      81s         Normal    SuccessfulCreate             replicaset/mailhog-55c896699f                                                 Created pod: mailhog-55c896699f-22q5f
messaging                 81s         Normal    Started                      pod/nats-0                                                                    Started container reloader
apps                      81s         Normal    Started                      pod/mailhog-55c896699f-22q5f                                                  Started container mailhog
apps                      81s         Normal    ScalingReplicaSet            deployment/mailhog                                                            Scaled up replica set mailhog-55c896699f from 0 to 1
apps                      81s         Normal    Created                      pod/mailhog-55c896699f-22q5f                                                  Created container: mailhog
temporal                  80s         Normal    Started                      pod/temporal-alertmanager-0                                                   Started container alertmanager
temporal                  80s         Normal    Created                      pod/temporal-prometheus-server-58b95494b4-9bnf4                               Created container: prometheus-server-configmap-reload
temporal                  80s         Normal    Created                      pod/temporal-prometheus-server-58b95494b4-9bnf4                               Created container: prometheus-server
temporal                  80s         Normal    Created                      pod/temporal-alertmanager-0                                                   Created container: alertmanager
temporal                  80s         Normal    Pulled                       pod/temporal-prometheus-server-58b95494b4-9bnf4                               Container image "quay.io/prometheus/prometheus:v2.53.0" already present on machine
temporal                  80s         Normal    Started                      pod/temporal-prometheus-server-58b95494b4-9bnf4                               Started container prometheus-server-configmap-reload
temporal                  80s         Normal    Pulled                       pod/temporal-alertmanager-0                                                   Container image "quay.io/prometheus/alertmanager:v0.27.0" already present on machine
temporal                  80s         Normal    Started                      pod/temporal-prometheus-server-58b95494b4-9bnf4                               Started container prometheus-server
temporal                  80s         Normal    Pulled                       pod/temporal-prometheus-server-58b95494b4-9bnf4                               Container image "quay.io/prometheus-operator/prometheus-config-reloader:v0.74.0" already present on machine
observability             78s         Warning   FailedCreate                 statefulset/prometheus-kube-prometheus-stack-prometheus                       create Claim prometheus-kube-prometheus-stack-prometheus-db-prometheus-kube-prometheus-stack-prometheus-0 for Pod prometheus-kube-prometheus-stack-prometheus-0 in StatefulSet prometheus-kube-prometheus-stack-prometheus failed error: PersistentVolumeClaim "prometheus-kube-prometheus-stack-prometheus-db-prometheus-kube-prometheus-stack-prometheus-0" is invalid: spec.resources[storage]: Required value
data                      77s         Normal    Provisioning                 persistentvolumeclaim/redis-data-redis-master-0                               External provisioner is provisioning volume for claim "data/redis-data-redis-master-0"
kube-system               77s         Normal    Pulled                       pod/hostpath-provisioner-foo-l26jt                                            Container image "busybox:1.28.4" already present on machine
data                      77s         Normal    SuccessfulCreate             statefulset/redis-master                                                      create Pod redis-master-0 in StatefulSet redis-master successful
data                      77s         Normal    WaitForFirstConsumer         persistentvolumeclaim/redisinsight                                            waiting for first consumer to be created before binding
data                      77s         Normal    ExternalProvisioning         persistentvolumeclaim/redisinsight                                            Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
data                      77s         Normal    WaitForFirstConsumer         persistentvolumeclaim/redis-data-redis-master-0                               waiting for first consumer to be created before binding
data                      77s         Normal    NoPods                       poddisruptionbudget/redis-master                                              No matching pods found
data                      77s         Normal    SuccessfulCreate             statefulset/redis-master                                                      create Claim redis-data-redis-master-0 Pod redis-master-0 in StatefulSet redis-master success
data                      77s         Normal    ExternalProvisioning         persistentvolumeclaim/redis-data-redis-master-0                               Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
data                      77s         Normal    SuccessfulCreate             statefulset/redisinsight                                                      create Pod redisinsight-0 in StatefulSet redisinsight successful
kube-system               77s         Normal    Started                      pod/hostpath-provisioner-foo-l26jt                                            Started container busybox
data                      77s         Normal    Provisioning                 persistentvolumeclaim/redisinsight                                            External provisioner is provisioning volume for claim "data/redisinsight"
kube-system               77s         Normal    Created                      pod/hostpath-provisioner-foo-l26jt                                            Created container: busybox
data                      76s         Normal    SuccessfulCreate             replicaset/pgadmin4-7858b54bd6                                                Created pod: pgadmin4-7858b54bd6-jgnfr
data                      76s         Normal    ScalingReplicaSet            deployment/pgadmin4                                                           Scaled up replica set pgadmin4-7858b54bd6 from 0 to 1
kube-system               76s         Normal    Started                      pod/hostpath-provisioner-foo-b9ztj                                            Started container busybox
kube-system               76s         Normal    Pulled                       pod/hostpath-provisioner-foo-7d4fl                                            Container image "busybox:1.28.4" already present on machine
messaging                 76s         Normal    ScalingReplicaSet            deployment/akhq                                                               Scaled up replica set akhq-5d5dd6bbdc from 0 to 1
kube-system               76s         Normal    Created                      pod/hostpath-provisioner-foo-7d4fl                                            Created container: busybox
kube-system               76s         Normal    Pulled                       pod/hostpath-provisioner-foo-b9ztj                                            Container image "busybox:1.28.4" already present on machine
messaging                 76s         Normal    SuccessfulCreate             replicaset/akhq-5d5dd6bbdc                                                    Created pod: akhq-5d5dd6bbdc-ddcvh
data                      76s         Normal    ExternalProvisioning         persistentvolumeclaim/pgadmin4                                                Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
data                      76s         Normal    WaitForFirstConsumer         persistentvolumeclaim/pgadmin4                                                waiting for first consumer to be created before binding
data                      76s         Normal    Provisioning                 persistentvolumeclaim/pgadmin4                                                External provisioner is provisioning volume for claim "data/pgadmin4"
kube-system               76s         Normal    Created                      pod/hostpath-provisioner-foo-b9ztj                                            Created container: busybox
kube-system               75s         Normal    Started                      pod/hostpath-provisioner-foo-7d4fl                                            Started container busybox
messaging                 74s         Normal    Pulled                       pod/akhq-5d5dd6bbdc-ddcvh                                                     Successfully pulled image "tchiotludo/akhq:0.26.0" in 1.631s (1.631s including waiting). Image size: 277301883 bytes.
messaging                 72s         Normal    ScalingReplicaSet            deployment/strimzi-cluster-operator                                           Scaled up replica set strimzi-cluster-operator-7d4c99b756 from 0 to 1
data                      72s         Normal    ProvisioningSucceeded        persistentvolumeclaim/redis-data-redis-master-0                               Successfully provisioned volume pvc-2981f470-184a-40ec-bc5c-c004031d2cd5
messaging                 72s         Normal    Pulled                       pod/strimzi-cluster-operator-7d4c99b756-vhrlm                                 Container image "quay.io/strimzi/operator:0.47.0" already present on machine
messaging                 72s         Normal    Created                      pod/strimzi-cluster-operator-7d4c99b756-vhrlm                                 Created container: strimzi-cluster-operator
data                      72s         Normal    ProvisioningSucceeded        persistentvolumeclaim/redisinsight                                            Successfully provisioned volume pvc-90b9b4d9-1df2-4e39-aafd-0fe7977ac305
messaging                 72s         Normal    Started                      pod/strimzi-cluster-operator-7d4c99b756-vhrlm                                 Started container strimzi-cluster-operator
messaging                 72s         Normal    SuccessfulCreate             replicaset/strimzi-cluster-operator-7d4c99b756                                Created pod: strimzi-cluster-operator-7d4c99b756-vhrlm
kube-system               71s         Normal    Created                      pod/hostpath-provisioner-foo-9cpnz                                            Created container: busybox
kube-system               71s         Normal    Started                      pod/hostpath-provisioner-foo-9cpnz                                            Started container busybox
data                      71s         Normal    Pulled                       pod/redis-master-0                                                            Container image "docker.io/bitnami/redis:8.0.3-debian-12-r1" already present on machine
data                      71s         Normal    Created                      pod/redis-master-0                                                            Created container: redis
data                      71s         Normal    Started                      pod/redis-master-0                                                            Started container redis
data                      71s         Normal    SuccessfulCreate             statefulset/opensearch-cluster-master                                         create Claim opensearch-cluster-master-opensearch-cluster-master-0 Pod opensearch-cluster-master-0 in StatefulSet opensearch-cluster-master success
messaging                 71s         Normal    Pulled                       pod/akhq-5d5dd6bbdc-ddcvh                                                     Successfully pulled image "tchiotludo/akhq:0.26.0" in 1.637s (1.637s including waiting). Image size: 277301883 bytes.
data                      71s         Normal    SuccessfulCreate             statefulset/opensearch-cluster-master                                         create Pod opensearch-cluster-master-0 in StatefulSet opensearch-cluster-master successful
data                      71s         Normal    NoPods                       poddisruptionbudget/opensearch-cluster-master-pdb                             No matching pods found
data                      71s         Normal    Provisioning                 persistentvolumeclaim/opensearch-cluster-master-opensearch-cluster-master-0   External provisioner is provisioning volume for claim "data/opensearch-cluster-master-opensearch-cluster-master-0"
data                      71s         Normal    WaitForFirstConsumer         persistentvolumeclaim/opensearch-cluster-master-opensearch-cluster-master-0   waiting for first consumer to be created before binding
kube-system               71s         Normal    Pulled                       pod/hostpath-provisioner-foo-9cpnz                                            Container image "busybox:1.28.4" already present on machine
data                      71s         Normal    ProvisioningSucceeded        persistentvolumeclaim/pgadmin4                                                Successfully provisioned volume pvc-f6728677-4588-4e1f-89fd-e38900b6c7ea
data                      70s         Normal    Started                      pod/pgadmin4-7858b54bd6-jgnfr                                                 Started container pgadmin4
data                      70s         Normal    ExternalProvisioning         persistentvolumeclaim/opensearch-cluster-master-opensearch-cluster-master-0   Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
data                      70s         Normal    ScalingReplicaSet            deployment/opensearch-dashboards                                              Scaled up replica set opensearch-dashboards-754576b468 from 0 to 1
data                      70s         Normal    Created                      pod/opensearch-dashboards-754576b468-52l5k                                    Created container: dashboards
data                      70s         Normal    Started                      pod/opensearch-dashboards-754576b468-52l5k                                    Started container dashboards
data                      70s         Normal    SuccessfulCreate             replicaset/opensearch-dashboards-754576b468                                   Created pod: opensearch-dashboards-754576b468-52l5k
data                      70s         Normal    Pulled                       pod/pgadmin4-7858b54bd6-jgnfr                                                 Container image "docker.io/dpage/pgadmin4:9.5" already present on machine
data                      70s         Normal    Pulled                       pod/opensearch-dashboards-754576b468-52l5k                                    Container image "opensearchproject/opensearch-dashboards:3.1.0" already present on machine
data                      70s         Normal    Created                      pod/pgadmin4-7858b54bd6-jgnfr                                                 Created container: pgadmin4
observability             69s         Normal    ScalingReplicaSet            deployment/netdata-k8s-state                                                  Scaled up replica set netdata-k8s-state-6fbcccf989 from 0 to 1
observability             69s         Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-89zgr" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability             69s         Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-9ml97" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability             69s         Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-gd6fq" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability             69s         Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-jgtjg" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability             69s         Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-wh58x" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability             69s         Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-f74gn" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability             69s         Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-gqppd" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability             69s         Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-sqjv9" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability             69s         Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-ls595" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability             69s         Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-nqckd" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability             69s         Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-262h4" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability             69s         Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-zpgds" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability             69s         Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-ttcxk" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability             69s         Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-8lfxq" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
